,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total
2608,"Jun 29, 2020","Toray Industries Market BuyJun 29, 2020",$18.542 shares at $9.27,$18.5,$9.27,2020,Buy,Toray Industries ,18.5
2609,"Jun 29, 2020","NRG Energy Market BuyJun 29, 2020",$31.561 share at $31.56,$31.5,$31.56,2020,Buy,NRG Energy ,31.5
2610,"Jun 29, 2020","FLY Leasing Market BuyJun 29, 2020",$31.154 shares at $7.79,$31.1,$7.79,2020,Buy,FLY Leasing ,31.1
2611,"Jun 29, 2020","International Airlines Group Market BuyJun 29, 2020",$27.905 shares at $5.58,$27.9,$5.58,2020,Buy,International Airlines Group ,27.9
2612,"Jun 26, 2020","Canon Market BuyJun 26, 2020",$40.202 shares at $20.10,$40.2,$20.10,2020,Buy,Canon ,40.2
2613,"Jun 26, 2020","AT&T Market BuyJun 26, 2020",$29.121 share at $29.12,$29.1,$29.12,2020,Buy,AT&T ,29.1
2614,"Jun 26, 2020","Deposit from Checking (non-interest)Jun 26, 2020",$200.00,,,2020,Deposit,N/A,
2615,"Jun 26, 2020","FLY Leasing Market BuyJun 26, 2020",$15.552 shares at $7.78,$15.5,$7.78,2020,Buy,FLY Leasing ,15.5
2616,"Jun 26, 2020","Southwest Airlines Market BuyJun 26, 2020",$31.551 share at $31.55,$31.5,$31.55,2020,Buy,Southwest Airlines ,31.5
2617,"Jun 26, 2020","Delta Air Lines Market BuyJun 26, 2020",$26.711 share at $26.71,$26.7,$26.71,2020,Buy,Delta Air Lines ,26.7
2618,"Jun 26, 2020","BJ's Restaurants Market BuyJun 26, 2020",$39.632 shares at $19.82,$39.6,$19.82,2020,Buy,BJ's Restaurants ,39.6
2619,"Jun 26, 2020","US Concrete Market BuyJun 26, 2020",$46.122 shares at $23.06,$46.1,$23.06,2020,Buy,US Concrete ,46.1
2620,"Jun 26, 2020","Ruth's Hospitality Market BuyJun 26, 2020",$15.582 shares at $7.79,$15.5,$7.79,2020,Buy,Ruth's Hospitality ,15.5
2621,"Jun 26, 2020","Jumia Technologies Market BuyJun 26, 2020",$5.171 share at $5.17,$5.1,$5.17,2020,Buy,Jumia Technologies ,5.1
2622,"Jun 26, 2020","International Airlines Group Market BuyJun 26, 2020",$5.531 share at $5.53,$5.5,$5.53,2020,Buy,International Airlines Group ,5.5
2623,"Jun 26, 2020","Alibaba Market BuyJun 26, 2020",$215.151 share at $215.15,$215.1,$215.15,2020,Buy,Alibaba ,215.1
2624,"Jun 26, 2020","Deposit from Checking (non-interest)Jun 26, 2020",$200.00,,,2020,Deposit,N/A,
2625,"Jun 26, 2020","BJ's Restaurants Market BuyJun 26, 2020",$39.822 shares at $19.91,$39.8,$19.91,2020,Buy,BJ's Restaurants ,39.8
2626,"Jun 26, 2020","Deposit from Checking (non-interest)Jun 26, 2020",$20.00,,,2020,Deposit,N/A,
2627,"Jun 26, 2020","Deposit from Checking (non-interest)Jun 26, 2020",$20.00,,,2020,Deposit,N/A,
2628,"Jun 26, 2020","Deposit from Checking (non-interest)Jun 26, 2020",$200.00,,,2020,Deposit,N/A,
2629,"Jun 26, 2020","Rolls-Royce Market BuyJun 26, 2020",$3.601 share at $3.60,$3.6,$3.60,2020,Buy,Rolls-Royce ,3.6
2630,"Jun 25, 2020","Ruth's Hospitality Market BuyJun 25, 2020",$16.142 shares at $8.07,$16.1,$8.07,2020,Buy,Ruth's Hospitality ,16.1
2631,"Jun 25, 2020","Exelon Market BuyJun 25, 2020",$70.442 shares at $35.22,$70.4,$35.22,2020,Buy,Exelon ,70.4
2632,"Jun 25, 2020","HP Market BuyJun 25, 2020",$48.173 shares at $16.06,$48.1,$16.06,2020,Buy,HP ,48.1
2633,"Jun 25, 2020","HCA Healthcare Market BuyJun 25, 2020",$91.511 share at $91.51,$91.5,$91.51,2020,Buy,HCA Healthcare ,91.5
2634,"Jun 25, 2020","Swire Pacific Market BuyJun 25, 2020",$11.042 shares at $5.52,$11.0,$5.52,2020,Buy,Swire Pacific ,11.0
2635,"Jun 25, 2020","Deutsche Telekom Market BuyJun 25, 2020",$32.762 shares at $16.38,$32.7,$16.38,2020,Buy,Deutsche Telekom ,32.7
2636,"Jun 25, 2020","HP Enterprise Market BuyJun 25, 2020",$36.364 shares at $9.09,$36.3,$9.09,2020,Buy,HP Enterprise ,36.3
2637,"Jun 25, 2020","HP Enterprise Market BuyJun 25, 2020",$9.251 share at $9.25,$9.2,$9.25,2020,Buy,HP Enterprise ,9.2
2640,"Jun 25, 2020","Deposit from Checking (non-interest)Jun 25, 2020",$20.00,,,2020,Deposit,N/A,
2641,"Jun 25, 2020","Deposit from Checking (non-interest)Jun 25, 2020",$300.00,,,2020,Deposit,N/A,
2642,"Jun 24, 2020","HP Market BuyJun 24, 2020",$16.291 share at $16.29,$16.2,$16.29,2020,Buy,HP ,16.2
2643,"Jun 24, 2020","JetBlue Airways Market BuyJun 24, 2020",$20.902 shares at $10.45,$20.9,$10.45,2020,Buy,JetBlue Airways ,20.9
2644,"Jun 24, 2020","Toray Industries Market BuyJun 24, 2020",$18.742 shares at $9.37,$18.7,$9.37,2020,Buy,Toray Industries ,18.7
2645,"Jun 24, 2020","Dana Market BuyJun 24, 2020",$10.911 share at $10.91,$10.9,$10.91,2020,Buy,Dana ,10.9
2646,"Jun 24, 2020","HP Market BuyJun 24, 2020",$16.291 share at $16.29,$16.2,$16.29,2020,Buy,HP ,16.2
2647,"Jun 24, 2020","HP Enterprise Market BuyJun 24, 2020",$9.331 share at $9.33,$9.3,$9.33,2020,Buy,HP Enterprise ,9.3
2648,"Jun 24, 2020","Dow Market BuyJun 24, 2020",$39.141 share at $39.14,$39.1,$39.14,2020,Buy,Dow ,39.1
2649,"Jun 24, 2020","BJ's Restaurants Market BuyJun 24, 2020",$41.242 shares at $20.62,$41.2,$20.62,2020,Buy,BJ's Restaurants ,41.2
2650,"Jun 24, 2020","US Foods Market BuyJun 24, 2020",$18.751 share at $18.75,$18.7,$18.75,2020,Buy,US Foods ,18.7
2651,"Jun 24, 2020","Dana Market BuyJun 24, 2020",$21.902 shares at $10.95,$21.9,$10.95,2020,Buy,Dana ,21.9
2652,"Jun 24, 2020","Pfizer Market BuyJun 24, 2020",$32.061 share at $32.06,$32.0,$32.06,2020,Buy,Pfizer ,32.0
2653,"Jun 24, 2020","Herman Miller Market BuyJun 24, 2020",$23.801 share at $23.80,$23.8,$23.80,2020,Buy,Herman Miller ,23.8
2654,"Jun 24, 2020","Dana Market BuyJun 24, 2020",$44.074 shares at $11.02,$44.0,$11.02,2020,Buy,Dana ,44.0
2655,"Jun 24, 2020","International Airlines Group Market BuyJun 24, 2020",$11.642 shares at $5.82,$11.6,$5.82,2020,Buy,International Airlines Group ,11.6
2656,"Jun 24, 2020","Deposit from Checking (non-interest)Jun 24, 2020",$300.00,,,2020,Deposit,N/A,
2657,"Jun 24, 2020","Honeywell International Market BuyJun 24, 2020",$140.401 share at $140.40,$140.4,$140.40,2020,Buy,Honeywell International ,140.4
2658,"Jun 24, 2020","Boston Scientific Market BuyJun 24, 2020",$33.951 share at $33.95,$33.9,$33.95,2020,Buy,Boston Scientific ,33.9
2659,"Jun 24, 2020","HP Enterprise Market BuyJun 24, 2020",$18.682 shares at $9.34,$18.6,$9.34,2020,Buy,HP Enterprise ,18.6
2660,"Jun 24, 2020","Deposit from Checking (non-interest)Jun 24, 2020",$200.00,,,2020,Deposit,N/A,
2661,"Jun 24, 2020","Swire Pacific Market BuyJun 24, 2020",$16.713 shares at $5.57,$16.7,$5.57,2020,Buy,Swire Pacific ,16.7
2662,"Jun 24, 2020","HCA Healthcare Market BuyJun 24, 2020",$95.751 share at $95.75,$95.7,$95.75,2020,Buy,HCA Healthcare ,95.7
2663,"Jun 24, 2020","Carnival Market BuyJun 24, 2020",$32.932 shares at $16.47,$32.9,$16.47,2020,Buy,Carnival ,32.9
2664,"Jun 24, 2020","Delta Air Lines Market BuyJun 24, 2020",$28.251 share at $28.25,$28.2,$28.25,2020,Buy,Delta Air Lines ,28.2
2665,"Jun 24, 2020","Deposit from Checking (non-interest)Jun 24, 2020",$100.00,,,2020,Deposit,N/A,
2666,"Jun 24, 2020","Honeywell International Market BuyJun 24, 2020",$141.611 share at $141.61,$141.6,$141.61,2020,Buy,Honeywell International ,141.6
2667,"Jun 24, 2020","Deposit from Checking (non-interest)Jun 24, 2020",$200.00,,,2020,Deposit,N/A,
2668,"Jun 24, 2020","Boston Scientific Market BuyJun 24, 2020",$34.391 share at $34.39,$34.3,$34.39,2020,Buy,Boston Scientific ,34.3
2669,"Jun 24, 2020","Mylan Market BuyJun 24, 2020",$15.891 share at $15.89,$15.8,$15.89,2020,Buy,Mylan ,15.8
2670,"Jun 24, 2020","IBM Market BuyJun 24, 2020",$117.401 share at $117.40,$117.4,$117.40,2020,Buy,IBM ,117.4
2671,"Jun 24, 2020","Deposit from Checking (non-interest)Jun 24, 2020",$200.00,,,2020,Deposit,N/A,
2672,"Jun 24, 2020","JetBlue Airways Market BuyJun 24, 2020",$22.042 shares at $11.02,$22.0,$11.02,2020,Buy,JetBlue Airways ,22.0
2673,"Jun 24, 2020","FLY Leasing Market BuyJun 24, 2020",$16.752 shares at $8.38,$16.7,$8.38,2020,Buy,FLY Leasing ,16.7
2674,"Jun 24, 2020","Ruth's Hospitality Market BuyJun 24, 2020",$17.162 shares at $8.58,$17.1,$8.58,2020,Buy,Ruth's Hospitality ,17.1
2675,"Jun 24, 2020","HP Enterprise Market BuyJun 24, 2020",$9.421 share at $9.42,$9.4,$9.42,2020,Buy,HP Enterprise ,9.4
2676,"Jun 24, 2020","International Airlines Group Market BuyJun 24, 2020",$11.902 shares at $5.95,$11.9,$5.95,2020,Buy,International Airlines Group ,11.9
2677,"Jun 24, 2020","GE Market BuyJun 24, 2020",$6.831 share at $6.83,$6.8,$6.83,2020,Buy,GE ,6.8
2678,"Jun 24, 2020","HP Enterprise Market BuyJun 24, 2020",$28.373 shares at $9.46,$28.3,$9.46,2020,Buy,HP Enterprise ,28.3
2679,"Jun 23, 2020","PowerFleet Market BuyJun 23, 2020",$51.5911 shares at $4.69,$51.5,$4.69,2020,Buy,PowerFleet ,51.5
2680,"Jun 23, 2020","Mylan Market BuyJun 23, 2020",$16.181 share at $16.18,$16.1,$16.18,2020,Buy,Mylan ,16.1
2681,"Jun 23, 2020","HP Enterprise Market BuyJun 23, 2020",$9.881 share at $9.88,$9.8,$9.88,2020,Buy,HP Enterprise ,9.8
2682,"Jun 22, 2020","BJ's Restaurants Market BuyJun 22, 2020",$40.632 shares at $20.32,$40.6,$20.32,2020,Buy,BJ's Restaurants ,40.6
2683,"Jun 22, 2020","Deposit from Checking (non-interest)Jun 22, 2020",$200.00,,,2020,Deposit,N/A,
2684,"Jun 22, 2020","BJ's Restaurants Market BuyJun 22, 2020",$40.552 shares at $20.28,$40.5,$20.28,2020,Buy,BJ's Restaurants ,40.5
2685,"Jun 22, 2020","JetBlue Airways Market BuyJun 22, 2020",$11.171 share at $11.17,$11.1,$11.17,2020,Buy,JetBlue Airways ,11.1
2686,"Jun 22, 2020","BJ's Restaurants Market BuyJun 22, 2020",$20.431 share at $20.43,$20.4,$20.43,2020,Buy,BJ's Restaurants ,20.4
2687,"Jun 22, 2020","Deutsche Telekom Market BuyJun 22, 2020",$33.062 shares at $16.53,$33.0,$16.53,2020,Buy,Deutsche Telekom ,33.0
2688,"Jun 22, 2020","NRG Energy Market BuyJun 22, 2020",$33.351 share at $33.35,$33.3,$33.35,2020,Buy,NRG Energy ,33.3
2689,"Jun 22, 2020","BJ's Restaurants Market BuyJun 22, 2020",$61.823 shares at $20.61,$61.8,$20.61,2020,Buy,BJ's Restaurants ,61.8
2690,"Jun 22, 2020","Deposit from Checking (non-interest)Jun 22, 2020",$200.00,,,2020,Deposit,N/A,
2691,"Jun 22, 2020","HP Enterprise Market BuyJun 22, 2020",$19.562 shares at $9.78,$19.5,$9.78,2020,Buy,HP Enterprise ,19.5
2692,"Jun 22, 2020","Ruth's Hospitality Market BuyJun 22, 2020",$16.372 shares at $8.19,$16.3,$8.19,2020,Buy,Ruth's Hospitality ,16.3
2693,"Jun 22, 2020","US Foods Market BuyJun 22, 2020",$37.702 shares at $18.85,$37.7,$18.85,2020,Buy,US Foods ,37.7
2694,"Jun 19, 2020","FLY Leasing Market BuyJun 19, 2020",$8.401 share at $8.40,$8.4,$8.40,2020,Buy,FLY Leasing ,8.4
2695,"Jun 19, 2020","BJ's Restaurants Market BuyJun 19, 2020",$21.821 share at $21.82,$21.8,$21.82,2020,Buy,BJ's Restaurants ,21.8
2696,"Jun 19, 2020","Herman Miller Market BuyJun 19, 2020",$23.711 share at $23.71,$23.7,$23.71,2020,Buy,Herman Miller ,23.7
2697,"Jun 18, 2020","FLY Leasing Market BuyJun 18, 2020",$8.691 share at $8.69,$8.6,$8.69,2020,Buy,FLY Leasing ,8.6
2698,"Jun 18, 2020","Tata Motors Limit BuyJun 18, 2020",$6.211 share at $6.21,$6.2,$6.21,2020,Buy,Tata Motors ,6.2
2699,"Jun 17, 2020","US Foods Market BuyJun 17, 2020",$20.061 share at $20.06,$20.0,$20.06,2020,Buy,US Foods ,20.0
2700,"Jun 17, 2020","Ruth's Hospitality Market BuyJun 17, 2020",$9.251 share at $9.25,$9.2,$9.25,2020,Buy,Ruth's Hospitality ,9.2
2701,"Jun 17, 2020","Deposit from Checking (non-interest)Jun 17, 2020",$200.00,,,2020,Deposit,N/A,
2702,"Jun 17, 2020","BJ's Restaurants Market BuyJun 17, 2020",$45.442 shares at $22.72,$45.4,$22.72,2020,Buy,BJ's Restaurants ,45.4
2703,"Jun 15, 2020","Merck Market BuyJun 15, 2020",$74.011 share at $74.01,$74.0,$74.01,2020,Buy,Merck ,74.0
2704,"Jun 15, 2020","Pfizer Market BuyJun 15, 2020",$32.911 share at $32.91,$32.9,$32.91,2020,Buy,Pfizer ,32.9
2705,"Jun 15, 2020","Nissan Market BuyJun 15, 2020",$15.222 shares at $7.61,$15.2,$7.61,2020,Buy,Nissan ,15.2
2706,"Jun 15, 2020","Cosan Market BuyJun 15, 2020",$27.552 shares at $13.78,$27.5,$13.78,2020,Buy,Cosan ,27.5
2707,"Jun 15, 2020","HP Enterprise Market BuyJun 15, 2020",$19.852 shares at $9.93,$19.8,$9.93,2020,Buy,HP Enterprise ,19.8
2708,"Jun 15, 2020","HCA Healthcare Market BuyJun 15, 2020",$98.031 share at $98.03,$98.0,$98.03,2020,Buy,HCA Healthcare ,98.0
2709,"Jun 15, 2020","JetBlue Airways Market BuyJun 15, 2020",$11.691 share at $11.69,$11.6,$11.69,2020,Buy,JetBlue Airways ,11.6
2710,"Jun 15, 2020","Herman Miller Market BuyJun 15, 2020",$45.732 shares at $22.87,$45.7,$22.87,2020,Buy,Herman Miller ,45.7
2711,"Jun 15, 2020","US Foods Market BuyJun 15, 2020",$19.391 share at $19.39,$19.3,$19.39,2020,Buy,US Foods ,19.3
2712,"Jun 15, 2020","BJ's Restaurants Market BuyJun 15, 2020",$21.551 share at $21.55,$21.5,$21.55,2020,Buy,BJ's Restaurants ,21.5
2713,"Jun 15, 2020","Deposit from Checking (non-interest)Jun 15, 2020",$400.00,,,2020,Deposit,N/A,
2714,"Jun 15, 2020","FLY Leasing Market BuyJun 15, 2020",$8.711 share at $8.71,$8.7,$8.71,2020,Buy,FLY Leasing ,8.7
2715,"Jun 15, 2020","US Concrete Market BuyJun 15, 2020",$21.391 share at $21.39,$21.3,$21.39,2020,Buy,US Concrete ,21.3
2716,"Jun 12, 2020","BJ's Restaurants Market BuyJun 12, 2020",$65.103 shares at $21.70,$65.1,$21.70,2020,Buy,BJ's Restaurants ,65.1
2717,"Jun 11, 2020","US Concrete Market BuyJun 11, 2020",$20.851 share at $20.85,$20.8,$20.85,2020,Buy,US Concrete ,20.8
2718,"Jun 11, 2020","Porsche Market BuyJun 11, 2020",$10.822 shares at $5.41,$10.8,$5.41,2020,Buy,Porsche ,10.8
2719,"Jun 11, 2020","Delta Air Lines Market BuyJun 11, 2020",$27.121 share at $27.12,$27.1,$27.12,2020,Buy,Delta Air Lines ,27.1
2720,"Jun 11, 2020","Herman Miller Market BuyJun 11, 2020",$46.832 shares at $23.42,$46.8,$23.42,2020,Buy,Herman Miller ,46.8
2721,"Jun 11, 2020","Dow Market BuyJun 11, 2020",$39.421 share at $39.42,$39.4,$39.42,2020,Buy,Dow ,39.4
2722,"Jun 11, 2020","Deutsche Telekom Market BuyJun 11, 2020",$16.541 share at $16.54,$16.5,$16.54,2020,Buy,Deutsche Telekom ,16.5
2723,"Jun 11, 2020","IBM Market BuyJun 11, 2020",$119.571 share at $119.57,$119.5,$119.57,2020,Buy,IBM ,119.5
2724,"Jun 11, 2020","Dow Market BuyJun 11, 2020",$39.771 share at $39.77,$39.7,$39.77,2020,Buy,Dow ,39.7
2725,"Jun 11, 2020","BJ's Restaurants Market BuyJun 11, 2020",$21.191 share at $21.19,$21.1,$21.19,2020,Buy,BJ's Restaurants ,21.1
2726,"Jun 11, 2020","GE Market BuyJun 11, 2020",$7.061 share at $7.06,$7.0,$7.06,2020,Buy,GE ,7.0
2727,"Jun 11, 2020","Cosan Market BuyJun 11, 2020",$13.431 share at $13.43,$13.4,$13.43,2020,Buy,Cosan ,13.4
2728,"Jun 11, 2020","Herman Miller Market BuyJun 11, 2020",$71.663 shares at $23.89,$71.6,$23.89,2020,Buy,Herman Miller ,71.6
2729,"Jun 11, 2020","IBM Market BuyJun 11, 2020",$122.121 share at $122.12,$122.1,$122.12,2020,Buy,IBM ,122.1
2730,"Jun 11, 2020","Toray Industries Market BuyJun 11, 2020",$28.503 shares at $9.50,$28.5,$9.50,2020,Buy,Toray Industries ,28.5
2731,"Jun 11, 2020","Honeywell International Market BuyJun 11, 2020",$146.781 share at $146.78,$146.7,$146.78,2020,Buy,Honeywell International ,146.7
2732,"Jun 11, 2020","US Concrete Market BuyJun 11, 2020",$21.711 share at $21.71,$21.7,$21.71,2020,Buy,US Concrete ,21.7
2733,"Jun 11, 2020","Pfizer Market BuyJun 11, 2020",$34.931 share at $34.93,$34.9,$34.93,2020,Buy,Pfizer ,34.9
2734,"Jun 11, 2020","US Concrete Market BuyJun 11, 2020",$44.672 shares at $22.34,$44.6,$22.34,2020,Buy,US Concrete ,44.6
2735,"Jun 11, 2020","HP Enterprise Market BuyJun 11, 2020",$29.993 shares at $10.00,$29.9,$10.00,2020,Buy,HP Enterprise ,29.9
2736,"Jun 11, 2020","US Foods Market BuyJun 11, 2020",$20.091 share at $20.09,$20.0,$20.09,2020,Buy,US Foods ,20.0
2737,"Jun 11, 2020","Herman Miller Market BuyJun 11, 2020",$73.523 shares at $24.51,$73.5,$24.51,2020,Buy,Herman Miller ,73.5
2738,"Jun 11, 2020","Deutsche Telekom Market BuyJun 11, 2020",$16.781 share at $16.78,$16.7,$16.78,2020,Buy,Deutsche Telekom ,16.7
2739,"Jun 11, 2020","Honeywell International Market BuyJun 11, 2020",$148.661 share at $148.66,$148.6,$148.66,2020,Buy,Honeywell International ,148.6
2740,"Jun 11, 2020","Cosan Market BuyJun 11, 2020",$13.731 share at $13.73,$13.7,$13.73,2020,Buy,Cosan ,13.7
2741,"Jun 11, 2020","IBM Market BuyJun 11, 2020",$125.901 share at $125.90,$125.9,$125.90,2020,Buy,IBM ,125.9
2742,"Jun 11, 2020","Delta Air Lines Market BuyJun 11, 2020",$52.482 shares at $26.24,$52.4,$26.24,2020,Buy,Delta Air Lines ,52.4
2743,"Jun 11, 2020","JetBlue Airways Market BuyJun 11, 2020",$21.622 shares at $10.81,$21.6,$10.81,2020,Buy,JetBlue Airways ,21.6
2744,"Jun 11, 2020","Southwest Airlines Market BuyJun 11, 2020",$64.422 shares at $32.21,$64.4,$32.21,2020,Buy,Southwest Airlines ,64.4
2745,"Jun 11, 2020","HP Market BuyJun 11, 2020",$48.453 shares at $16.15,$48.4,$16.15,2020,Buy,HP ,48.4
2746,"Jun 10, 2020","US Concrete Market BuyJun 10, 2020",$47.432 shares at $23.72,$47.4,$23.72,2020,Buy,US Concrete ,47.4
2747,"Jun 10, 2020","Cosan Market BuyJun 10, 2020",$14.731 share at $14.73,$14.7,$14.73,2020,Buy,Cosan ,14.7
2748,"Jun 10, 2020","US Concrete Market BuyJun 10, 2020",$23.911 share at $23.91,$23.9,$23.91,2020,Buy,US Concrete ,23.9
2749,"Jun 10, 2020","International Airlines Group Market BuyJun 10, 2020",$36.855 shares at $7.37,$36.8,$7.37,2020,Buy,International Airlines Group ,36.8
2750,"Jun 10, 2020","JetBlue Airways Market BuyJun 10, 2020",$12.341 share at $12.34,$12.3,$12.34,2020,Buy,JetBlue Airways ,12.3
2751,"Jun 10, 2020","NRG Energy Market BuyJun 10, 2020",$36.011 share at $36.01,$36.0,$36.01,2020,Buy,NRG Energy ,36.0
2752,"Jun 10, 2020","FLY Leasing Market BuyJun 10, 2020",$18.162 shares at $9.08,$18.1,$9.08,2020,Buy,FLY Leasing ,18.1
2753,"Jun 10, 2020","JetBlue Airways Market BuyJun 10, 2020",$12.391 share at $12.39,$12.3,$12.39,2020,Buy,JetBlue Airways ,12.3
2754,"Jun 10, 2020","Delta Air Lines Market BuyJun 10, 2020",$30.761 share at $30.76,$30.7,$30.76,2020,Buy,Delta Air Lines ,30.7
2755,"Jun 10, 2020","Ruth's Hospitality Market BuyJun 10, 2020",$10.411 share at $10.41,$10.4,$10.41,2020,Buy,Ruth's Hospitality ,10.4
2756,"Jun 10, 2020","FLY Leasing Market BuyJun 10, 2020",$9.441 share at $9.44,$9.4,$9.44,2020,Buy,FLY Leasing ,9.4
2757,"Jun 10, 2020","Southwest Airlines Market BuyJun 10, 2020",$35.931 share at $35.93,$35.9,$35.93,2020,Buy,Southwest Airlines ,35.9
2758,"Jun 9, 2020","Ruth's Hospitality Market BuyJun 9, 2020",$11.211 share at $11.21,$11.2,$11.21,2020,Buy,Ruth's Hospitality ,11.2
2759,"Jun 9, 2020","FLY Leasing Market BuyJun 9, 2020",$19.482 shares at $9.74,$19.4,$9.74,2020,Buy,FLY Leasing ,19.4
2760,"Jun 8, 2020","Panasonic Market BuyJun 8, 2020",$27.753 shares at $9.25,$27.7,$9.25,2020,Buy,Panasonic ,27.7
2761,"Jun 8, 2020","Swire Pacific Market BuyJun 8, 2020",$30.655 shares at $6.13,$30.6,$6.13,2020,Buy,Swire Pacific ,30.6
2762,"Jun 5, 2020","FLY Leasing Market BuyJun 5, 2020",$20.142 shares at $10.07,$20.1,$10.07,2020,Buy,FLY Leasing ,20.1
2763,"Jun 5, 2020","National Grid Market BuyJun 5, 2020",$116.492 shares at $58.25,$116.4,$58.25,2020,Buy,National Grid ,116.4
2764,"Jun 5, 2020","A.P. Moller - Maersk Market BuyJun 5, 2020",$11.582 shares at $5.79,$11.5,$5.79,2020,Buy,A.P. Moller - Maersk ,11.5
2765,"Jun 5, 2020","FLY Leasing Market BuyJun 5, 2020",$20.962 shares at $10.48,$20.9,$10.48,2020,Buy,FLY Leasing ,20.9
2766,"Jun 5, 2020","Nissan Market BuyJun 5, 2020",$16.822 shares at $8.41,$16.8,$8.41,2020,Buy,Nissan ,16.8
2767,"Jun 5, 2020","Panasonic Market BuyJun 5, 2020",$18.262 shares at $9.13,$18.2,$9.13,2020,Buy,Panasonic ,18.2
2768,"Jun 5, 2020","Rakuten Group Market BuyJun 5, 2020",$18.082 shares at $9.04,$18.0,$9.04,2020,Buy,Rakuten Group ,18.0
2769,"Jun 5, 2020","Airbus Market SellJun 5, 2020",$453.2020 shares at $22.66,$453.2,$22.66,2020,Sell,Airbus ,453.2
2770,"Jun 4, 2020","HP Market BuyJun 4, 2020",$32.842 shares at $16.42,$32.8,$16.42,2020,Buy,HP ,32.8
2771,"Jun 4, 2020","Simply Good Foods Market BuyJun 4, 2020",$16.831 share at $16.83,$16.8,$16.83,2020,Buy,Simply Good Foods ,16.8
2772,"Jun 4, 2020","Simply Good Foods Market BuyJun 4, 2020",$17.011 share at $17.01,$17.0,$17.01,2020,Buy,Simply Good Foods ,17.0
2773,"Jun 4, 2020","Simply Good Foods Market BuyJun 4, 2020",$34.252 shares at $17.13,$34.2,$17.13,2020,Buy,Simply Good Foods ,34.2
2774,"Jun 4, 2020","Toray Industries Market BuyJun 4, 2020",$9.701 share at $9.70,$9.7,$9.70,2020,Buy,Toray Industries ,9.7
2775,"Jun 4, 2020","Simply Good Foods Market BuyJun 4, 2020",$34.692 shares at $17.35,$34.6,$17.35,2020,Buy,Simply Good Foods ,34.6
2776,"Jun 4, 2020","IBM Market BuyJun 4, 2020",$127.501 share at $127.50,$127.5,$127.50,2020,Buy,IBM ,127.5
2777,"Jun 4, 2020","Herman Miller Market BuyJun 4, 2020",$73.623 shares at $24.54,$73.6,$24.54,2020,Buy,Herman Miller ,73.6
2778,"Jun 3, 2020","Coty Market SellJun 3, 2020",$4.471 share at $4.47,$4.4,$4.47,2020,Sell,Coty ,4.4
2779,"Jun 3, 2020","Rolls-Royce Market SellJun 3, 2020",$20.755 shares at $4.15,$20.7,$4.15,2020,Sell,Rolls-Royce ,20.7
2780,"Jun 3, 2020","Simply Good Foods Market SellJun 3, 2020",$88.105 shares at $17.62,$88.1,$17.62,2020,Sell,Simply Good Foods ,88.1
2781,"Jun 3, 2020","Blackberry Market SellJun 3, 2020",$10.552 shares at $5.28,$10.5,$5.28,2020,Sell,Blackberry ,10.5
2782,"Jun 3, 2020","Herman Miller Market SellJun 3, 2020",$50.042 shares at $25.02,$50.0,$25.02,2020,Sell,Herman Miller ,50.0
2783,"Jun 3, 2020","Ford Motor Market SellJun 3, 2020",$12.172 shares at $6.09,$12.1,$6.09,2020,Sell,Ford Motor ,12.1
2784,"Jun 3, 2020","GE Market SellJun 3, 2020",$14.552 shares at $7.28,$14.5,$7.28,2020,Sell,GE ,14.5
2785,"Jun 3, 2020","HP Market SellJun 3, 2020",$49.953 shares at $16.65,$49.9,$16.65,2020,Sell,HP ,49.9
2786,"Jun 3, 2020","HP Enterprise Market SellJun 3, 2020",$102.8210 shares at $10.28,$102.8,$10.28,2020,Sell,HP Enterprise ,102.8
2787,"Jun 3, 2020","HP Market SellJun 3, 2020",$49.963 shares at $16.65,$49.9,$16.65,2020,Sell,HP ,49.9
2788,"Jun 3, 2020","HP Enterprise Market SellJun 3, 2020",$102.7010 shares at $10.27,$102.7,$10.27,2020,Sell,HP Enterprise ,102.7
2789,"Jun 3, 2020","Deutsche Telekom Market SellJun 3, 2020",$16.941 share at $16.94,$16.9,$16.94,2020,Sell,Deutsche Telekom ,16.9
2790,"Jun 3, 2020","Herman Miller Market SellJun 3, 2020",$75.033 shares at $25.01,$75.0,$25.01,2020,Sell,Herman Miller ,75.0
2791,"Jun 3, 2020","GE Market SellJun 3, 2020",$7.271 share at $7.27,$7.2,$7.27,2020,Sell,GE ,7.2
2792,"Jun 3, 2020","Tata Motors Market SellJun 3, 2020",$6.781 share at $6.78,$6.7,$6.78,2020,Sell,Tata Motors ,6.7
2793,"Jun 3, 2020","US Concrete Market SellJun 3, 2020",$24.211 share at $24.21,$24.2,$24.21,2020,Sell,US Concrete ,24.2
2794,"Jun 3, 2020","US Foods Market SellJun 3, 2020",$20.921 share at $20.92,$20.9,$20.92,2020,Sell,US Foods ,20.9
2795,"Jun 3, 2020","Embraer Market SellJun 3, 2020",$35.115 shares at $7.02,$35.1,$7.02,2020,Sell,Embraer ,35.1
2796,"Jun 3, 2020","HP Market SellJun 3, 2020",$66.444 shares at $16.61,$66.4,$16.61,2020,Sell,HP ,66.4
2797,"Jun 3, 2020","IBM Market SellJun 3, 2020",$129.241 share at $129.24,$129.2,$129.24,2020,Sell,IBM ,129.2
