,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total,Shares,Ticker
835,Jun 8,Velodyne Lidar Stop Loss SellJun 8,$287.2525 shares at $11.49,$287.25,$11.49,2021,Sell,Velodyne Lidar,287.25,25.0,VLDR
833,Jun 8,Shift Technologies Stop Loss SellJun 8,$82.0010 shares at $8.20,$82.00,$8.20,2021,Sell,Shift Technologies,82.0,10.0,SFT
832,Jun 8,American Electric Power Market BuyJun 8,$41.110.5 shares at $82.22,$41.11,$82.22,2021,Buy,American Electric Power,41.11,0.5,AEP
831,Jun 8,Eversource Market BuyJun 8,$40.390.5 shares at $80.78,$40.39,$80.78,2021,Buy,Eversource,40.39,0.5,ES
830,Jun 8,Big Lots Trailing Stop SellJun 8,$70.231 share at $70.23,$70.23,$70.23,2021,Sell,Big Lots,70.23,1.0,BIG
826,Jun 15,Nexa Resources Limit BuyJun 15,$99.4510 shares at $9.95,$99.45,$9.95,2021,Buy,Nexa Resources,99.45,9.994974874371861,NEXA
825,Jun 16,Nexa Resources Limit BuyJun 16,$45.555 shares at $9.11,$45.55,$9.11,2021,Buy,Nexa Resources,45.55,5.0,NEXA
824,Jun 16,U.S. Xpress Limit BuyJun 16,$81.088 shares at $10.14,$81.08,$10.14,2021,Buy,U.S. Xpress,81.08,7.996055226824457,USX
822,Jun 17,Nexa Resources Limit BuyJun 17,$58.807 shares at $8.40,$58.80,$8.40,2021,Buy,Nexa Resources,58.8,6.999999999999999,NEXA
821,Jun 17,U.S. Xpress Limit BuyJun 17,$141.4515 shares at $9.43,$141.45,$9.43,2021,Buy,U.S. Xpress,141.45,15.0,USX
819,Jun 17,Cummins Limit BuyJun 17,$235.001 share at $235.00,$235.00,$235.00,2021,Buy,Cummins,235.0,1.0,CMI
818,Jun 17,Cummins Market BuyJun 17,$117.560.5 shares at $235.12,$117.56,$235.12,2021,Buy,Cummins,117.56,0.5,CMI
817,Jun 17,U.S. Xpress Limit BuyJun 17,$90.6110 shares at $9.06,$90.61,$9.06,2021,Buy,U.S. Xpress,90.61,10.00110375275938,USX
816,Jun 18,Linde Market BuyJun 18,$28.440.1 shares at $284.40,$28.44,$284.40,2021,Buy,Linde,28.44,0.10000000000000002,LIN
815,Jun 18,Best Buy Market BuyJun 18,$108.181 share at $108.18,$108.18,$108.18,2021,Buy,Best ,108.18,1.0,Idk
814,Jun 18,Nexa Resources Market BuyJun 18,$84.0310 shares at $8.40,$84.03,$8.40,2021,Buy,Nexa Resources,84.03,10.003571428571428,NEXA
813,Jun 18,iShares Global Clean Energy ETF Market BuyJun 18,$112.805 shares at $22.56,$112.80,$22.56,2021,Buy,iShares Global Clean Energy ETF,112.8,5.0,ICLN
812,Jun 18,Procter & Gamble Market BuyJun 18,$132.711 share at $132.71,$132.71,$132.71,2021,Buy,Procter & Gamble,132.71,1.0,PG
811,Jun 18,Siemens Market BuyJun 18,$79.791 share at $79.79,$79.79,$79.79,2021,Buy,Siemens,79.79,1.0,SIEGY
810,Jun 18,Cummins Market BuyJun 18,$116.140.5 shares at $232.28,$116.14,$232.28,2021,Buy,Cummins,116.14,0.5,CMI
809,Jun 18,Roblox Market BuyJun 18,$80.971 share at $80.97,$80.97,$80.97,2021,Buy,Roblox,80.97,1.0,RBLX
808,Jun 18,Ralph Lauren Market BuyJun 18,$113.881 share at $113.88,$113.88,$113.88,2021,Buy,Ralph Lauren,113.88,1.0,RL
807,Jun 18,Tapestry Market BuyJun 18,$41.181 share at $41.18,$41.18,$41.18,2021,Buy,Tapestry,41.18,1.0,TPR
806,Jun 18,Linde Market BuyJun 18,$56.820.2 shares at $284.10,$56.82,$284.10,2021,Buy,Linde,56.82,0.19999999999999998,LIN
805,Jun 18,QuantumScape Market BuyJun 18,$106.594 shares at $26.65,$106.59,$26.65,2021,Buy,QuantumScape,106.59,3.9996247654784245,QS
804,Jun 18,Verizon Market BuyJun 18,$111.302 shares at $55.65,$111.30,$55.65,2021,Buy,Verizon,111.3,2.0,VZ
803,Jun 18,Qualcomm Market BuyJun 18,$268.002 shares at $134.00,$268.00,$134.00,2021,Buy,Qualcomm,268.0,2.0,QCOM
802,Jun 18,Eastman Chemical Market BuyJun 18,$115.641 share at $115.64,$115.64,$115.64,2021,Buy,Eastman Chemical,115.64,1.0,EMN
801,Jun 18,Intel Market BuyJun 18,$110.742 shares at $55.37,$110.74,$55.37,2021,Buy,Intel,110.74,2.0,INTC
800,Jun 18,Taiwan Semiconductor Manufacturing Limit BuyJun 18,$115.801 share at $115.80,$115.80,$115.80,2021,Buy,Taiwan Semiconductor Manufacturing,115.8,1.0,Idk
799,Jun 18,Cisco Systems Market BuyJun 18,$52.021 share at $52.02,$52.02,$52.02,2021,Buy,Cisco Systems,52.02,1.0,CSCO
798,Jun 18,Linde Market BuyJun 18,$28.320.1 shares at $283.20,$28.32,$283.20,2021,Buy,Linde,28.32,0.1,LIN
797,Jun 18,RE/MAX Market BuyJun 18,$32.971 share at $32.97,$32.97,$32.97,2021,Buy,RE/MAX,32.97,1.0,RMAX
796,Jun 18,Kimberly-Clark Market BuyJun 18,$128.601 share at $128.60,$128.60,$128.60,2021,Buy,Kimberly-Clark,128.6,1.0,KMB
795,Jun 18,American Electric Power Market BuyJun 18,$82.531 share at $82.53,$82.53,$82.53,2021,Buy,American Electric Power,82.53,1.0,AEP
794,Jun 18,Eversource Market BuyJun 18,$81.431 share at $81.43,$81.43,$81.43,2021,Buy,Eversource,81.43,1.0,ES
793,Jun 21,Eversource Market BuyJun 21,$39.680.5 shares at $79.36,$39.68,$79.36,2021,Buy,Eversource,39.68,0.5,ES
792,Jun 21,Coinbase Market BuyJun 21,$110.490.5 shares at $220.98,$110.49,$220.98,2021,Buy,Coinbase,110.49,0.5,COIN
791,Jun 21,Utilities Select Sector SPDR Fund Market BuyJun 21,$63.621 share at $63.62,$63.62,$63.62,2021,Buy,Utilities Select Sector SPDR Fund,63.62,1.0,XLU
790,Jun 21,Bayer Market BuyJun 21,$31.062 shares at $15.53,$31.06,$15.53,2021,Buy,Bayer,31.06,2.0,BAYRY
789,Jun 21,Taiwan Semiconductor Manufacturing Market BuyJun 21,$56.730.5 shares at $113.46,$56.73,$113.46,2021,Buy,Taiwan Semiconductor Manufacturing,56.73,0.5,Idk
788,Jun 21,Etsy Market BuyJun 21,$82.930.5 shares at $165.86,$82.93,$165.86,2021,Buy,Etsy,82.93,0.5,ETSY
787,Jun 21,Desktop Metal Market BuyJun 21,$60.635 shares at $12.13,$60.63,$12.13,2021,Buy,Desktop Metal,60.63,4.998351195383347,DM
786,Jun 21,Ballard Power Systems Limit BuyJun 21,$82.485 shares at $16.50,$82.48,$16.50,2021,Buy,Ballard Power Systems,82.48,4.998787878787879,BLDP
785,Jun 21,Bitcoin Market BuyJun 21,"$323.480.01001094 Bitcoin at $32,312.02",$323.48,"$32,312.02",2021,Buy,Bitcoin,323.48,0.010011135175083452,Idk
784,Jun 22,Coinbase Market BuyJun 22,$53.730.25 shares at $214.92,$53.73,$214.92,2021,Buy,Coinbase,53.73,0.25,COIN
783,Jun 22,Bayer Market BuyJun 22,$30.642 shares at $15.32,$30.64,$15.32,2021,Buy,Bayer,30.64,2.0,BAYRY
782,Jun 22,Coinbase Market BuyJun 22,$53.090.25 shares at $212.36,$53.09,$212.36,2021,Buy,Coinbase,53.09,0.25,COIN
781,Jun 22,Canadian Solar Market BuyJun 22,$75.662 shares at $37.83,$75.66,$37.83,2021,Buy,Canadian Solar,75.66,2.0,CSIQ
780,Jun 22,Taiwan Semiconductor Manufacturing Market BuyJun 22,$56.420.5 shares at $112.84,$56.42,$112.84,2021,Buy,Taiwan Semiconductor Manufacturing,56.42,0.5,Idk
779,Jun 22,Tapestry Market BuyJun 22,$41.671 share at $41.67,$41.67,$41.67,2021,Buy,Tapestry,41.67,1.0,TPR
778,Jun 22,Air Transport Services Limit BuyJun 22,$91.964 shares at $22.99,$91.96,$22.99,2021,Buy,Air Transport Services,91.96,4.0,ATSG
776,Jun 22,Hyliion Limit BuyJun 22,$111.9010 shares at $11.19,$111.90,$11.19,2021,Buy,Hyliion,111.9,10.000000000000002,HYLN
773,Jun 24,KB Home Market BuyJun 24,$80.622 shares at $40.31,$80.62,$40.31,2021,Buy,KB Home,80.62,2.0,KBH
772,Jun 24,KB Home Limit BuyJun 24,$120.903 shares at $40.30,$120.90,$40.30,2021,Buy,KB Home,120.9,3.0000000000000004,KBH
771,Jun 24,Tesla Market SellJun 24,$68.860.1 shares at $688.60,$68.86,$688.60,2021,Sell,Tesla,68.86,0.09999999999999999,TSLA
770,Jun 24,Utilities Select Sector SPDR Fund Market BuyJun 24,$63.131 share at $63.13,$63.13,$63.13,2021,Buy,Utilities Select Sector SPDR Fund,63.13,1.0,XLU
769,Jun 24,Tesla Market SellJun 24,$347.360.5 shares at $694.72,$347.36,$694.72,2021,Sell,Tesla,347.36,0.5,TSLA
768,Jun 28,U.S. Xpress Limit BuyJun 28,$90.5010 shares at $9.05,$90.50,$9.05,2021,Buy,U.S. Xpress,90.5,10.0,USX
767,Jun 30,U.S. Xpress Limit BuyJun 30,$84.9010 shares at $8.49,$84.90,$8.49,2021,Buy,U.S. Xpress,84.9,10.0,USX
766,Jun 30,Desktop Metal Limit BuyJun 30,$58.205 shares at $11.64,$58.20,$11.64,2021,Buy,Desktop Metal,58.2,5.0,DM
765,Jun 30,NIO Market SellJun 30,$53.081 share at $53.08,$53.08,$53.08,2021,Sell,NIO,53.08,1.0,NIO
764,Jul 1,Nintendo Market BuyJul 1,$72.471 share at $72.47,$72.47,$72.47,2021,Buy,Nintendo,72.47,1.0,NTDOY
763,Jul 1,Porsche Limit BuyJul 1,$53.805 shares at $10.76,$53.80,$10.76,2021,Buy,Porsche,53.8,5.0,POAHY
762,Jul 2,Huntsman Market BuyJul 2,$52.432 shares at $26.22,$52.43,$26.22,2021,Buy,Huntsman,52.43,1.9996186117467583,HUN
761,Jul 2,U.S. Xpress Limit BuyJul 2,$83.8010 shares at $8.38,$83.80,$8.38,2021,Buy,U.S. Xpress,83.8,9.999999999999998,USX
760,Jul 2,Whirlpool Market BuyJul 2,$219.391 share at $219.39,$219.39,$219.39,2021,Buy,Whirlpool,219.39,1.0,WHR
759,Jul 2,Merck Market SellJul 2,$78.521 share at $78.52,$78.52,$78.52,2021,Sell,Merck,78.52,1.0,MRK
758,Jul 2,Microsoft Market SellJul 2,$276.191 share at $276.19,$276.19,$276.19,2021,Sell,Microsoft,276.19,1.0,MSFT
757,Jul 2,Apple Market SellJul 2,$139.091 share at $139.09,$139.09,$139.09,2021,Sell,Apple,139.09,1.0,AAPL
756,Jul 2,Skyworks Market SellJul 2,$190.961 share at $190.96,$190.96,$190.96,2021,Sell,Skyworks,190.96,1.0,SWKS
755,Jul 2,Autodesk Market SellJul 2,$29.620.1 shares at $296.20,$29.62,$296.20,2021,Sell,Autodesk,29.62,0.1,ADSK
754,Jul 6,Porsche Limit BuyJul 6,$10.651 share at $10.65,$10.65,$10.65,2021,Buy,Porsche,10.65,1.0,POAHY
753,Jul 6,Air Products & Chemicals Market BuyJul 6,$28.770.1 shares at $287.70,$28.77,$287.70,2021,Buy,Air Products & Chemicals,28.77,0.1,APD
752,Jul 6,Kraft Foods Market BuyJul 6,$39.351 share at $39.35,$39.35,$39.35,2021,Buy,Kraft Foods,39.35,1.0,KHC
751,Jul 6,Velodyne Lidar Limit BuyJul 6,$49.905 shares at $9.98,$49.90,$9.98,2021,Buy,Velodyne Lidar,49.9,5.0,VLDR
750,Jul 6,U.S. Xpress Limit BuyJul 6,$40.755 shares at $8.15,$40.75,$8.15,2021,Buy,U.S. Xpress,40.75,5.0,USX
749,Jul 6,Porsche Limit BuyJul 6,$10.521 share at $10.52,$10.52,$10.52,2021,Buy,Porsche,10.52,1.0,POAHY
748,Jul 6,Big Lots Market BuyJul 6,$62.601 share at $62.60,$62.60,$62.60,2021,Buy,Big Lots,62.6,1.0,BIG
747,Jul 6,U.S. Xpress Limit BuyJul 6,$162.0020 shares at $8.10,$162.00,$8.10,2021,Buy,U.S. Xpress,162.0,20.0,USX
746,Jul 6,Dow Market BuyJul 6,$123.362 shares at $61.68,$123.36,$61.68,2021,Buy,Dow,123.36,2.0,DOW
745,Jul 6,Atmos Energy Limit BuyJul 6,$95.691 share at $95.69,$95.69,$95.69,2021,Buy,Atmos Energy,95.69,1.0,ATO
744,Jul 6,Dominion Energy Market BuyJul 6,$74.141 share at $74.14,$74.14,$74.14,2021,Buy,Dominion Energy,74.14,1.0,D
743,Jul 6,Consolidated Edison Market BuyJul 6,$71.631 share at $71.63,$71.63,$71.63,2021,Buy,Consolidated Edison,71.63,1.0,ED
741,Jul 6,Magna Market BuyJul 6,$90.241 share at $90.24,$90.24,$90.24,2021,Buy,Magna,90.24,1.0,MGA
740,Jul 6,Xcel Energy Market BuyJul 6,$66.641 share at $66.64,$66.64,$66.64,2021,Buy,Xcel Energy,66.64,1.0,XEL
739,Jul 6,iShares Global Clean Energy ETF Limit BuyJul 6,$236.0810 shares at $23.61,$236.08,$23.61,2021,Buy,iShares Global Clean Energy ETF,236.08,9.999152901313003,ICLN
738,Jul 7,Velodyne Lidar Market BuyJul 7,$95.1910 shares at $9.52,$95.19,$9.52,2021,Buy,Velodyne Lidar,95.19,9.998949579831933,VLDR
737,Jul 7,Ballard Power Systems Market BuyJul 7,$83.895 shares at $16.78,$83.89,$16.78,2021,Buy,Ballard Power Systems,83.89,4.999404052443385,BLDP
736,Jul 7,QuantumScape Market BuyJul 7,$24.771 share at $24.77,$24.77,$24.77,2021,Buy,QuantumScape,24.77,1.0,QS
735,Jul 7,ARK Next Generation Internet Market BuyJul 7,$14.930.1 shares at $149.30,$14.93,$149.30,2021,Buy,ARK Next Generation Internet,14.93,0.09999999999999999,ARKW
734,Jul 7,ARK Genomic Revolution ETF Market BuyJul 7,$8.910.1 shares at $89.10,$8.91,$89.10,2021,Buy,ARK Genomic Revolution ETF,8.91,0.1,ARKG
733,Jul 7,ARK Autonomous Technology & Robotics Market BuyJul 7,$8.310.1 shares at $83.10,$8.31,$83.10,2021,Buy,ARK Autonomous Technology & Robotics,8.31,0.10000000000000002,ARKQ
732,Jul 7,ARK Space Exploration & Innovation Market BuyJul 7,$20.821 share at $20.82,$20.82,$20.82,2021,Buy,ARK Space Exploration & Innovation,20.82,1.0,ARKX
731,Jul 7,ChargePoint Market BuyJul 7,$28.521 share at $28.52,$28.52,$28.52,2021,Buy,ChargePoint,28.52,1.0,CHPT
730,Jul 7,Air Transport Services Market BuyJul 7,$21.931 share at $21.93,$21.93,$21.93,2021,Buy,Air Transport Services,21.93,1.0,ATSG
728,Jul 7,Plug Power Market BuyJul 7,$30.341 share at $30.34,$30.34,$30.34,2021,Buy,Plug Power,30.34,1.0,PLUG
727,Jul 7,Bloom Energy Market BuyJul 7,$23.721 share at $23.72,$23.72,$23.72,2021,Buy,Bloom Energy,23.72,1.0,BE
726,Jul 7,Clean Energy Fuels Market BuyJul 7,$18.012 shares at $9.01,$18.01,$9.01,2021,Buy,Clean Energy Fuels,18.01,1.9988901220865707,CLNE
725,Jul 7,ARK Innovation ETF Market BuyJul 7,$31.090.25 shares at $124.36,$31.09,$124.36,2021,Buy,ARK Innovation ETF,31.09,0.25,ARKK
724,Jul 7,Velodyne Lidar Market BuyJul 7,$46.595 shares at $9.32,$46.59,$9.32,2021,Buy,Velodyne Lidar,46.59,4.99892703862661,VLDR
723,Jul 7,Bloom Energy Market BuyJul 7,$23.641 share at $23.64,$23.64,$23.64,2021,Buy,Bloom Energy,23.64,1.0,BE
722,Jul 7,Plug Power Market BuyJul 7,$30.251 share at $30.25,$30.25,$30.25,2021,Buy,Plug Power,30.25,1.0,PLUG
721,Jul 7,Clean Energy Fuels Market BuyJul 7,$8.961 share at $8.96,$8.96,$8.96,2021,Buy,Clean Energy Fuels,8.96,1.0,CLNE
720,Jul 7,Ballard Power Systems Market BuyJul 7,$83.285 shares at $16.66,$83.28,$16.66,2021,Buy,Ballard Power Systems,83.28,4.998799519807923,BLDP
719,Jul 7,Hyliion Market BuyJul 7,$21.512 shares at $10.76,$21.51,$10.76,2021,Buy,Hyliion,21.51,1.9990706319702605,HYLN
718,Jul 7,Airbnb Market BuyJul 7,$35.970.25 shares at $143.88,$35.97,$143.88,2021,Buy,Airbnb,35.97,0.25,ABNB
717,Jul 7,Lam Research Market BuyJul 7,$61.960.1 shares at $619.60,$61.96,$619.60,2021,Buy,Lam Research,61.96,0.09999999999999999,LRCX
716,Jul 8,Clean Energy Fuels Limit BuyJul 8,$33.444 shares at $8.36,$33.44,$8.36,2021,Buy,Clean Energy Fuels,33.44,4.0,CLNE
715,Jul 8,Ballard Power Systems Limit BuyJul 8,$47.793 shares at $15.93,$47.79,$15.93,2021,Buy,Ballard Power Systems,47.79,3.0,BLDP
714,Jul 8,Velodyne Lidar Limit BuyJul 8,$45.155 shares at $9.03,$45.15,$9.03,2021,Buy,Velodyne Lidar,45.15,5.0,VLDR
713,Jul 8,U.S. Xpress Limit BuyJul 8,$39.505 shares at $7.90,$39.50,$7.90,2021,Buy,U.S. Xpress,39.5,5.0,USX
712,Jul 8,Desktop Metal Limit BuyJul 8,$50.005 shares at $10.00,$50.00,$10.00,2021,Buy,Desktop Metal,50.0,5.0,DM
711,Jul 8,Porsche Limit BuyJul 8,$30.603 shares at $10.20,$30.60,$10.20,2021,Buy,Porsche,30.6,3.0000000000000004,POAHY
710,Jul 8,ARK Genomic Revolution ETF Market BuyJul 8,$43.360.5 shares at $86.72,$43.36,$86.72,2021,Buy,ARK Genomic Revolution ETF,43.36,0.5,ARKG
709,Jul 8,ARK Next Generation Internet Market BuyJul 8,$72.120.5 shares at $144.24,$72.12,$144.24,2021,Buy,ARK Next Generation Internet,72.12,0.5,ARKW
708,Jul 8,ARK Autonomous Technology & Robotics Market BuyJul 8,$40.500.5 shares at $81.00,$40.50,$81.00,2021,Buy,ARK Autonomous Technology & Robotics,40.5,0.5,ARKQ
707,Jul 8,Lam Research Market BuyJul 8,$59.800.1 shares at $598.00,$59.80,$598.00,2021,Buy,Lam Research,59.8,0.09999999999999999,LRCX
706,Jul 8,Magna Market BuyJul 8,$44.040.5 shares at $88.08,$44.04,$88.08,2021,Buy,Magna,44.04,0.5,MGA
705,Jul 8,Air Products & Chemicals Market BuyJul 8,$28.660.1 shares at $286.60,$28.66,$286.60,2021,Buy,Air Products & Chemicals,28.66,0.09999999999999999,APD
704,Jul 8,Deposit from Checking (non-interest)Jul 8,1000.0,,,2021,Deposit,N/A,,0.0,Idk
703,Jul 8,U.S. Xpress Limit BuyJul 8,$39.055 shares at $7.81,$39.05,$7.81,2021,Buy,U.S. Xpress,39.05,5.0,USX
702,Jul 8,ARK Space Exploration & Innovation Market BuyJul 8,$20.321 share at $20.32,$20.32,$20.32,2021,Buy,ARK Space Exploration & Innovation,20.32,1.0,ARKX
701,Jul 8,ARK Autonomous Technology & Robotics Market BuyJul 8,$32.230.4 shares at $80.58,$32.23,$80.58,2021,Buy,ARK Autonomous Technology & Robotics,32.23,0.39997517994539583,ARKQ
700,Jul 8,ARK Genomic Revolution ETF Market BuyJul 8,$34.630.4 shares at $86.58,$34.63,$86.58,2021,Buy,ARK Genomic Revolution ETF,34.63,0.3999768999769,ARKG
699,Jul 8,ARK Next Generation Internet Market BuyJul 8,$57.520.4 shares at $143.80,$57.52,$143.80,2021,Buy,ARK Next Generation Internet,57.52,0.39999999999999997,ARKW
698,Jul 8,U.S. Xpress Limit BuyJul 8,$38.505 shares at $7.70,$38.50,$7.70,2021,Buy,U.S. Xpress,38.5,5.0,USX
697,Jul 8,Siemens Market BuyJul 8,$77.451 share at $77.45,$77.45,$77.45,2021,Buy,Siemens,77.45,1.0,SIEGY
696,Jul 8,Corsair Gaming Limit BuyJul 8,$31.271 share at $31.27,$31.27,$31.27,2021,Buy,Corsair Gaming,31.27,1.0,CRSR
695,Jul 8,Corning Market BuyJul 8,$39.801 share at $39.80,$39.80,$39.80,2021,Buy,Corning,39.8,1.0,GLW
694,Jul 8,ARK Space Exploration & Innovation Limit BuyJul 8,$61.163 shares at $20.39,$61.16,$20.39,2021,Buy,ARK Space Exploration & Innovation,61.16,2.999509563511525,ARKX
692,Jul 8,Eastman Chemical Market BuyJul 8,$55.640.5 shares at $111.28,$55.64,$111.28,2021,Buy,Eastman Chemical,55.64,0.5,EMN
691,Jul 8,NextEra Energy Market SellJul 8,$151.132 shares at $75.57,$151.13,$75.57,2021,Sell,NextEra Energy,151.13,1.9998676723567554,NEE
690,Jul 8,Nexa Resources Limit BuyJul 8,$85.6010 shares at $8.56,$85.60,$8.56,2021,Buy,Nexa Resources,85.6,9.999999999999998,NEXA
689,Jul 8,Ethereum Market BuyJul 8,"$50.000.023172 Ethereum at $2,157.72",$50.00,"$2,157.72",2021,Buy,Ethereum,50.0,0.023172608123389504,Idk
688,Jul 8,Kimberly-Clark Market SellJul 8,$134.711 share at $134.71,$134.71,$134.71,2021,Sell,Kimberly-Clark,134.71,1.0,KMB
687,Jul 9,Deposit from Checking (non-interest)Jul 9,500.0,,,2021,Deposit,N/A,,0.0,Idk
686,Jul 9,Ballard Power Systems Market BuyJul 9,$65.844 shares at $16.46,$65.84,$16.46,2021,Buy,Ballard Power Systems,65.84,4.0,BLDP
685,Jul 9,GoodRx Market BuyJul 9,$32.631 share at $32.63,$32.63,$32.63,2021,Buy,GoodRx,32.63,1.0,GDRX
683,Jul 12,Kimberly-Clark Limit SellJul 12,$135.501 share at $135.50,$135.50,$135.50,2021,Sell,Kimberly-Clark,135.5,1.0,KMB
682,Jul 12,Desktop Metal Limit BuyJul 12,$50.155 shares at $10.03,$50.15,$10.03,2021,Buy,Desktop Metal,50.15,5.0,DM
681,Jul 12,QuantumScape Limit BuyJul 12,$24.001 share at $24.00,$24.00,$24.00,2021,Buy,QuantumScape,24.0,1.0,QS
680,Jul 12,Enphase Energy Market SellJul 12,$111.790.6 shares at $186.32,$111.79,$186.32,2021,Sell,Enphase Energy,111.79,0.5999892657793044,ENPH
679,Jul 12,Coinbase Market BuyJul 12,$62.060.25 shares at $248.24,$62.06,$248.24,2021,Buy,Coinbase,62.06,0.25,COIN
678,Jul 12,Snowflake Market SellJul 12,$66.250.25 shares at $265.00,$66.25,$265.00,2021,Sell,Snowflake,66.25,0.25,SNOW
677,Jul 12,GoodRx Limit BuyJul 12,$32.001 share at $32.00,$32.00,$32.00,2021,Buy,GoodRx,32.0,1.0,GDRX
676,Jul 13,KB Home Limit BuyJul 13,$39.291 share at $39.29,$39.29,$39.29,2021,Buy,KB Home,39.29,1.0,KBH
675,Jul 13,ChargePoint Limit BuyJul 13,$26.451 share at $26.45,$26.45,$26.45,2021,Buy,ChargePoint,26.45,1.0,CHPT
674,Jul 13,Desktop Metal Limit BuyJul 13,$49.255 shares at $9.85,$49.25,$9.85,2021,Buy,Desktop Metal,49.25,5.0,DM
673,Jul 13,Clean Energy Fuels Limit BuyJul 13,$25.683 shares at $8.56,$25.68,$8.56,2021,Buy,Clean Energy Fuels,25.68,3.0,CLNE
672,Jul 13,QuantumScape Limit BuyJul 13,$23.651 share at $23.65,$23.65,$23.65,2021,Buy,QuantumScape,23.65,1.0,QS
671,Jul 13,ChargePoint Market SellJul 13,$52.922 shares at $26.46,$52.92,$26.46,2021,Sell,ChargePoint,52.92,2.0,CHPT
670,Jul 13,Autodesk Market SellJul 13,$29.520.1 shares at $295.20,$29.52,$295.20,2021,Sell,Autodesk,29.52,0.1,ADSK
668,Jul 13,QuantumScape Market BuyJul 13,$23.341 share at $23.34,$23.34,$23.34,2021,Buy,QuantumScape,23.34,1.0,QS
667,Jul 13,Ballard Power Systems Limit BuyJul 13,$32.602 shares at $16.30,$32.60,$16.30,2021,Buy,Ballard Power Systems,32.6,2.0,BLDP
666,Jul 13,Hyliion Limit BuyJul 13,$30.003 shares at $10.00,$30.00,$10.00,2021,Buy,Hyliion,30.0,3.0,HYLN
665,Jul 13,QuantumScape Limit BuyJul 13,$46.482 shares at $23.24,$46.48,$23.24,2021,Buy,QuantumScape,46.48,2.0,QS
664,Jul 13,Ballard Power Systems Limit BuyJul 13,$32.362 shares at $16.18,$32.36,$16.18,2021,Buy,Ballard Power Systems,32.36,2.0,BLDP
663,Jul 14,U.S. Xpress Limit SellJul 14,$358.8040 shares at $8.97,$358.80,$8.97,2021,Sell,U.S. Xpress,358.8,40.0,USX
662,Jul 14,Direxion Hydrogen ETF Limit BuyJul 14,$43.222 shares at $21.61,$43.22,$21.61,2021,Buy,Direxion Hydrogen ETF,43.22,2.0,HJEN
661,Jul 14,Airbnb Market BuyJul 14,$35.470.25 shares at $141.88,$35.47,$141.88,2021,Buy,Airbnb,35.47,0.25,ABNB
660,Jul 14,Clean Energy Fuels Limit BuyJul 14,$41.955 shares at $8.39,$41.95,$8.39,2021,Buy,Clean Energy Fuels,41.95,5.0,CLNE
659,Jul 14,Ballard Power Systems Limit BuyJul 14,$31.482 shares at $15.74,$31.48,$15.74,2021,Buy,Ballard Power Systems,31.48,2.0,BLDP
658,Jul 14,Ballard Power Systems Limit BuyJul 14,$15.741 share at $15.74,$15.74,$15.74,2021,Buy,Ballard Power Systems,15.74,1.0,BLDP
657,Jul 14,Clean Energy Fuels Limit BuyJul 14,$24.453 shares at $8.15,$24.45,$8.15,2021,Buy,Clean Energy Fuels,24.45,3.0,CLNE
656,Jul 14,Desktop Metal Limit BuyJul 14,$19.142 shares at $9.57,$19.14,$9.57,2021,Buy,Desktop Metal,19.14,2.0,DM
655,Jul 14,QuantumScape Limit BuyJul 14,$22.771 share at $22.77,$22.77,$22.77,2021,Buy,QuantumScape,22.77,1.0,QS
654,Jul 14,ARK Innovation ETF Market BuyJul 14,$30.150.25 shares at $120.60,$30.15,$120.60,2021,Buy,ARK Innovation ETF,30.15,0.25,ARKK
653,Jul 14,Hyliion Limit BuyJul 14,$29.103 shares at $9.70,$29.10,$9.70,2021,Buy,Hyliion,29.1,3.0000000000000004,HYLN
652,Jul 14,Magna Limit BuyJul 14,$88.251 share at $88.25,$88.25,$88.25,2021,Buy,Magna,88.25,1.0,MGA
651,Jul 14,ARK Innovation ETF Market BuyJul 14,$60.080.5 shares at $120.16,$60.08,$120.16,2021,Buy,ARK Innovation ETF,60.08,0.5,ARKK
650,Jul 14,ARK Genomic Revolution ETF Market BuyJul 14,$42.160.5 shares at $84.32,$42.16,$84.32,2021,Buy,ARK Genomic Revolution ETF,42.16,0.5,ARKG
649,Jul 14,Bloom Energy Market BuyJul 14,$21.231 share at $21.23,$21.23,$21.23,2021,Buy,Bloom Energy,21.23,1.0,BE
648,Jul 14,Ballard Power Systems Market BuyJul 14,$15.611 share at $15.61,$15.61,$15.61,2021,Buy,Ballard Power Systems,15.61,1.0,BLDP
647,Jul 14,Corsair Gaming Market BuyJul 14,$30.231 share at $30.23,$30.23,$30.23,2021,Buy,Corsair Gaming,30.23,1.0,CRSR
646,Jul 14,Coinbase Market BuyJul 14,$58.140.25 shares at $232.56,$58.14,$232.56,2021,Buy,Coinbase,58.14,0.25,COIN
645,Jul 14,QuantumScape Market BuyJul 14,$22.751 share at $22.75,$22.75,$22.75,2021,Buy,QuantumScape,22.75,1.0,QS
644,Jul 14,Clean Energy Fuels Limit BuyJul 14,$16.002 shares at $8.00,$16.00,$8.00,2021,Buy,Clean Energy Fuels,16.0,2.0,CLNE
643,Jul 14,Canadian Solar Market BuyJul 14,$39.831 share at $39.83,$39.83,$39.83,2021,Buy,Canadian Solar,39.83,1.0,CSIQ
642,Jul 14,Clean Energy Fuels Market BuyJul 14,$23.673 shares at $7.89,$23.67,$7.89,2021,Buy,Clean Energy Fuels,23.67,3.0000000000000004,CLNE
